hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,city
Resort Hotel - Kochi,0,153,2024,August,33,12,0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,0,0,Check-Out,39:18.2,Kochi
Resort Hotel - Bhopal,0,153,2024,December,52,24,0,3,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,42,1,0,Check-Out,59:19.8,Bhopal
Resort Hotel - Bhopal,0,155,2024,July,29,20,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,0,0,Check-Out,28:37.8,Bhopal
Resort Hotel - Ahmedabad,0,154,2024,September,36,7,0,2,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,0,0,Check-Out,21:36.4,Ahmedabad
Resort Hotel - Jaipur,0,2,2024,January,3,16,0,1,2,0,0,BB,CHE,Groups,Direct,0,0,0,A,D,0,No Deposit,,Transient,42,0,0,Check-Out,29:47.6,Jaipur
Resort Hotel - Bhopal,0,0,2024,October,43,25,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,H,0,No Deposit,,Transient,38,0,0,Check-Out,14:46.1,Bhopal
Resort Hotel - Delhi,0,155,2024,January,3,15,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,1,0,Check-Out,18:24.2,Delhi
Resort Hotel - Indore,0,153,2024,August,34,21,0,3,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,0,0,Check-Out,47:49.3,Indore
Resort Hotel - Indore,0,155,2024,April,17,26,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,D,0,No Deposit,,Transient,36,0,0,Check-Out,38:26.1,Indore
Resort Hotel - Chandigarh,0,2,2024,May,20,14,0,2,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,Transient,88,0,1,Check-Out,46:40.0,Chandigarh
Resort Hotel - Jaipur,0,153,2024,February,6,11,0,3,1,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,0,0,Check-Out,49:26.9,Jaipur
Resort Hotel - Ahmedabad,0,4,2024,August,35,28,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Transient,42,1,0,Check-Out,17:54.1,Ahmedabad
Resort Hotel - Kochi,0,4,2024,April,17,25,0,1,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,42,1,0,Check-Out,54:19.3,Kochi
Resort Hotel - Lucknow,0,88,2024,May,19,9,2,5,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243,Contract,61.73,0,3,Check-Out,28:50.2,Lucknow
Resort Hotel - Kolkata,0,74,2024,December,49,7,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243,Transient,39.68,0,0,Check-Out,10:42.2,Kolkata
Resort Hotel - Lucknow,0,1,2024,July,27,2,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,49,0,2,Check-Out,54:45.4,Lucknow
Resort Hotel - Mumbai,0,2,2024,August,33,12,1,0,2,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,,Transient,55,0,2,Check-Out,07:59.3,Mumbai
Resort Hotel - Bangalore,1,33,2024,October,41,10,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,25,0,0,No-Show,47:20.0,Bangalore
Resort Hotel - Mumbai,0,6,2024,December,49,6,1,3,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,,Transient,27,0,0,Check-Out,36:01.9,Mumbai
Resort Hotel - Jaipur,0,17,2024,February,6,11,1,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,72.75,0,1,Check-Out,26:26.3,Jaipur
Resort Hotel - Bhopal,0,58,2024,September,36,5,2,4,2,0,0,BB,NLD,Direct,Direct,1,0,1,E,E,0,No Deposit,,Transient,110,0,2,Check-Out,14:53.6,Bhopal
Resort Hotel - Mumbai,0,11,2024,July,30,28,1,2,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177,Transient-Party,56,1,1,Check-Out,23:26.6,Mumbai
Resort Hotel - Indore,0,0,2024,March,13,29,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,50.1,1,0,Check-Out,13:20.2,Indore
Resort Hotel - Chandigarh,0,1,2024,July,28,10,1,1,2,1,0,BB,ESP,Direct,Direct,0,0,0,C,C,1,No Deposit,250,Transient,72,1,0,Check-Out,02:33.0,Chandigarh
Resort Hotel - Goa,0,0,2024,March,10,9,1,0,2,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,Group,81.9,0,0,Check-Out,17:00.0,Goa
Resort Hotel - Goa,0,3,2024,February,9,27,1,2,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,Transient,36,0,0,Check-Out,48:55.4,Goa
Resort Hotel - Delhi,0,6,2024,August,33,14,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,58,0,2,Check-Out,21:08.8,Delhi
Resort Hotel - Mumbai,0,5,2024,April,17,26,1,5,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,Transient,39.99,0,1,Check-Out,44:36.4,Mumbai
Resort Hotel - Kolkata,0,3,2024,March,11,13,2,5,2,1,0,HB,FIN,Online TA,TA/TO,0,0,0,H,G,1,No Deposit,240,Transient,146,1,3,Check-Out,52:12.7,Kolkata
Resort Hotel - Goa,0,0,2024,January,2,10,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,Transient,41,1,0,Check-Out,57:56.6,Goa
Resort Hotel - Indore,0,74,2024,October,43,26,2,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241,Transient,47.74,0,1,Check-Out,54:50.4,Indore
Resort Hotel - Delhi,0,0,2024,January,4,28,2,0,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,D,0,No Deposit,,Transient,48,0,0,Check-Out,32:02.6,Delhi
Resort Hotel - Bangalore,0,6,2024,June,25,23,2,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,240,Transient,58,0,2,Check-Out,28:29.5,Bangalore
Resort Hotel - Delhi,0,6,2024,December,49,6,2,1,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,Transient,58,0,2,Check-Out,41:17.7,Delhi
Resort Hotel - Kolkata,0,1,2024,December,50,13,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,46,1,0,Check-Out,01:12.5,Kolkata
Resort Hotel - Indore,0,4,2024,December,49,4,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,25,0,0,Check-Out,54:27.6,Indore
Resort Hotel - Jaipur,0,0,2024,October,42,18,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,Transient,40,0,0,Check-Out,51:05.2,Jaipur
Resort Hotel - Lucknow,0,0,2024,November,47,19,1,1,1,0,0,BB,PRT,Direct,Direct,1,0,1,A,D,0,No Deposit,,Transient,39,0,0,Check-Out,20:21.3,Lucknow
Resort Hotel - Pune,0,0,2024,August,33,16,1,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,Transient,51,1,0,Check-Out,29:59.6,Pune
Resort Hotel - Indore,0,4,2024,February,8,19,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,36,0,0,Check-Out,49:12.6,Indore
Resort Hotel - Chennai,0,0,2024,June,24,16,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,Transient,40,0,0,Check-Out,06:34.9,Chennai
Resort Hotel - Chandigarh,0,6,2024,March,11,12,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,35.1,0,1,Check-Out,57:31.4,Chandigarh
Resort Hotel - Kolkata,0,5,2024,August,33,14,0,2,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,D,0,No Deposit,240,Transient,39,0,2,Check-Out,02:16.0,Kolkata
Resort Hotel - Bhopal,0,4,2024,February,9,27,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,2,A,D,0,No Deposit,,Transient,30,0,2,Check-Out,15:28.5,Bhopal
Resort Hotel - Delhi,0,11,2024,May,19,12,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,3,A,A,0,No Deposit,,Transient,35,0,1,Check-Out,27:28.2,Delhi
Resort Hotel - Goa,0,3,2024,October,42,20,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,4,A,A,0,No Deposit,,Transient-Party,30,0,1,Check-Out,46:30.0,Goa
Resort Hotel - Mumbai,0,10,2024,October,42,17,0,2,1,0,0,BB,PRT,Corporate,TA/TO,1,0,5,A,A,0,No Deposit,,Transient,42,0,1,Check-Out,30:45.4,Mumbai
Resort Hotel - Bhopal,0,113,2024,October,42,17,2,3,2,0,0,BB,SWE,Direct,Direct,0,0,0,D,D,0,No Deposit,250,Transient,42.28,0,0,Check-Out,45:27.7,Bhopal
Resort Hotel - Chandigarh,0,0,2024,May,20,19,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,,Transient-Party,40,1,0,Check-Out,37:34.9,Chandigarh
Resort Hotel - Hyderabad,0,0,2024,February,7,16,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,Transient-Party,40,0,0,Check-Out,36:57.6,Hyderabad
Resort Hotel - Chennai,0,0,2024,December,49,3,0,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,,Transient-Party,40,0,0,Check-Out,18:01.1,Chennai
Resort Hotel - Chennai,0,1,2024,June,24,16,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient,25,1,0,Check-Out,50:22.8,Chennai
Resort Hotel - Kolkata,0,1,2024,April,15,14,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,D,0,No Deposit,339,Transient,25,1,0,Check-Out,37:35.5,Kolkata
Resort Hotel - Delhi,0,0,2024,July,27,7,0,1,1,0,0,BB,PRT,Offline TA/TO,Direct,1,0,2,A,E,0,No Deposit,,Transient,56,1,0,Check-Out,30:55.2,Delhi
Resort Hotel - Lucknow,0,6,2024,December,48,1,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,35.1,0,1,Check-Out,24:52.4,Lucknow
Resort Hotel - Chandigarh,0,1,2024,July,28,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,35,0,0,Check-Out,49:15.3,Chandigarh
Resort Hotel - Lucknow,0,0,2024,September,37,9,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,88,Transient,35,0,0,Check-Out,06:04.9,Lucknow
Resort Hotel - Bangalore,0,28,2024,October,43,27,0,1,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,Transient,36,0,0,Check-Out,56:20.3,Bangalore
Resort Hotel - Mumbai,0,9,2024,June,26,29,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,48,0,0,Check-Out,05:47.4,Mumbai
Resort Hotel - Hyderabad,0,21,2024,September,38,22,1,1,2,0,0,HB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240,Transient,117,0,1,Check-Out,04:01.1,Hyderabad
Resort Hotel - Kochi,0,1,2024,June,25,17,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,Transient,48,0,0,Check-Out,16:44.8,Kochi
Resort Hotel - Chandigarh,0,53,2024,June,26,26,2,2,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242,Transient,70.2,0,2,Check-Out,37:20.3,Chandigarh
Resort Hotel - Chennai,0,1,2024,December,51,17,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,36,0,1,Check-Out,40:03.1,Chennai
Resort Hotel - Pune,0,0,2024,February,5,2,0,1,1,0,0,BB,PRT,Direct,TA/TO,1,0,1,A,A,0,No Deposit,,Transient,40,0,0,Check-Out,17:41.6,Pune
Resort Hotel - Hyderabad,0,0,2024,May,21,25,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,Transient,63,1,0,Check-Out,07:17.9,Hyderabad
Resort Hotel - Indore,0,121,2024,July,28,8,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,46,0,1,Check-Out,03:05.8,Indore
Resort Hotel - Ahmedabad,0,0,2024,January,2,13,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,Transient,48,1,0,Check-Out,54:26.6,Ahmedabad
Resort Hotel - Kochi,0,3,2024,June,23,8,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,35,0,0,Check-Out,18:40.1,Kochi
Resort Hotel - Bangalore,0,27,2024,December,49,2,0,3,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,65.7,0,2,Check-Out,08:21.1,Bangalore
Resort Hotel - Delhi,0,14,2024,August,34,25,0,3,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,Transient,78,0,1,Check-Out,30:12.3,Delhi
Resort Hotel - Indore,0,5,2024,June,26,25,0,3,1,0,0,BB,FRA,Complementary,TA/TO,0,0,0,F,F,1,No Deposit,182,Transient,0,1,0,Check-Out,26:10.5,Indore
Resort Hotel - Kolkata,0,29,2024,November,47,19,2,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,Transient,33.3,0,1,Check-Out,45:08.1,Kolkata
Resort Hotel - Hyderabad,0,17,2024,April,14,1,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,44.1,0,1,Check-Out,30:04.7,Hyderabad
Resort Hotel - Delhi,0,99,2024,May,21,24,2,7,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,250,Transient,42.6,1,1,Check-Out,52:30.3,Delhi
Resort Hotel - Bangalore,0,0,2024,February,7,12,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,Transient,56,0,0,Check-Out,51:18.5,Bangalore
Resort Hotel - Pune,0,29,2024,July,30,24,2,6,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,,Transient,85.25,1,0,Check-Out,19:49.2,Pune
Resort Hotel - Lucknow,0,11,2024,May,18,3,1,4,2,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185,Transient-Party,43.2,0,0,Check-Out,03:15.0,Lucknow
Resort Hotel - Kolkata,0,59,2024,February,5,1,2,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,Transient,42,1,1,Check-Out,22:52.1,Kolkata
Resort Hotel - Kolkata,0,15,2024,December,51,22,2,4,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,Transient,84,1,1,Check-Out,12:21.5,Kolkata
Resort Hotel - Lucknow,0,45,2024,January,4,23,2,5,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,67.71,0,1,Check-Out,10:13.3,Lucknow
Resort Hotel - Mumbai,0,7,2024,March,11,17,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,49,0,0,Check-Out,47:18.3,Mumbai
Resort Hotel - Delhi,0,20,2024,May,21,24,0,3,2,0,0,BB,NOR,Direct,Direct,0,0,0,D,D,1,No Deposit,250,Transient,48,0,1,Check-Out,23:57.4,Delhi
Resort Hotel - Ahmedabad,0,16,2024,November,45,8,0,3,2,0,0,BB,NOR,Direct,Direct,1,0,1,D,D,1,No Deposit,250,Transient,55.08,0,3,Check-Out,16:03.6,Ahmedabad
Resort Hotel - Indore,0,1,2024,September,38,20,0,2,2,0,0,BB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,250,Transient,48,0,1,Check-Out,33:23.2,Indore
Resort Hotel - Jaipur,0,19,2024,November,47,22,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,49.2,1,1,Check-Out,42:38.0,Jaipur
Resort Hotel - Pune,0,13,2024,September,36,2,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,Transient,58.13,0,0,Check-Out,45:40.2,Pune
Resort Hotel - Hyderabad,0,1,2024,April,14,5,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,64,1,2,Check-Out,31:28.8,Hyderabad
Resort Hotel - Jaipur,0,4,2024,May,22,29,0,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,240,Transient,83.5,0,1,Check-Out,25:10.5,Jaipur
Resort Hotel - Chandigarh,0,34,2024,May,19,10,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,156,Transient,31.63,0,2,Check-Out,41:29.9,Chandigarh
Resort Hotel - Indore,0,1,2024,August,35,26,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,70,1,2,Check-Out,04:22.8,Indore
Resort Hotel - Jaipur,0,1,2024,May,20,15,0,2,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,314,Transient,68.7,0,0,Check-Out,18:50.6,Jaipur
Resort Hotel - Hyderabad,0,269,2024,August,34,22,0,1,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171,Transient,49.5,0,0,Check-Out,26:10.3,Hyderabad
Resort Hotel - Kolkata,0,69,2024,January,5,31,0,1,2,0,0,HB,GBR,Online TA,TA/TO,1,0,0,D,D,0,No Deposit,241,Transient,56.83,0,1,Check-Out,52:35.9,Kolkata
Resort Hotel - Kolkata,0,1,2024,February,6,7,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,58,0,1,Check-Out,42:47.0,Kolkata
Resort Hotel - Pune,0,23,2024,May,21,20,0,1,2,2,0,BB,ESP,Direct,TA/TO,1,0,1,G,G,0,No Deposit,250,Transient,100,0,1,Check-Out,57:54.7,Pune
Resort Hotel - Hyderabad,0,23,2024,October,41,7,1,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,324,Transient,86.4,0,0,Check-Out,12:42.5,Hyderabad
Resort Hotel - Indore,0,39,2024,March,13,29,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,Transient,29.06,0,0,Check-Out,29:18.8,Indore
Resort Hotel - Indore,0,4,2024,December,52,27,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,Transient,68.5,0,1,Check-Out,35:57.0,Indore
Resort Hotel - Goa,0,94,2024,April,14,5,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,Transient,26.23,0,1,Check-Out,08:49.9,Goa
Resort Hotel - Kochi,0,18,2024,March,12,19,0,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,321,Transient,36,1,1,Check-Out,58:33.4,Kochi
Resort Hotel - Kolkata,0,170,2024,March,10,6,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,314,Contract,25.92,0,0,Check-Out,29:26.5,Kolkata
Resort Hotel - Ahmedabad,0,2,2024,February,9,27,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,330,Transient,27,0,0,Check-Out,39:37.2,Ahmedabad
Resort Hotel - Delhi,0,1,2024,May,19,7,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,330,Transient,31,0,0,Check-Out,40:52.1,Delhi
Resort Hotel - Kolkata,0,2,2024,October,42,15,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,330,Transient,27,0,0,Check-Out,00:29.2,Kolkata
Resort Hotel - Hyderabad,0,0,2024,September,36,3,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,46.4,0,1,Check-Out,40:51.4,Hyderabad
Resort Hotel - Indore,0,20,2024,July,30,25,2,5,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,69,Transient,29,0,0,Check-Out,56:23.9,Indore
Resort Hotel - Delhi,0,20,2024,December,49,7,2,5,3,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,69,Transient,36.9,0,1,Check-Out,02:40.3,Delhi
Resort Hotel - Delhi,0,20,2024,October,40,2,2,5,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,69,Transient,26.1,0,0,Check-Out,28:19.7,Delhi
Resort Hotel - Chandigarh,0,305,2024,December,49,4,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,Transient,55,0,1,Check-Out,55:27.5,Chandigarh
Resort Hotel - Mumbai,0,0,2024,February,6,7,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,Transient,56,0,0,Check-Out,46:49.4,Mumbai
Resort Hotel - Mumbai,0,22,2024,November,47,21,1,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,26,Transient,39.33,0,0,Check-Out,21:10.1,Mumbai
Resort Hotel - Chennai,0,13,2024,September,36,3,3,5,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,Transient,26.1,0,0,Check-Out,54:50.2,Chennai
Resort Hotel - Kochi,0,0,2024,May,19,10,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,58,1,0,Check-Out,36:22.2,Kochi
Resort Hotel - Chennai,0,0,2024,December,51,17,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,58,1,0,Check-Out,48:29.6,Chennai
Resort Hotel - Lucknow,0,11,2024,February,8,22,2,5,2,0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,69,Transient,30.6,0,0,Check-Out,13:45.5,Lucknow
Resort Hotel - Delhi,0,31,2024,December,52,26,2,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,5,No Deposit,185,Transient-Party,43.2,0,0,Check-Out,28:57.8,Delhi
Resort Hotel - Hyderabad,0,0,2024,March,12,24,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,Transient,35,0,0,Check-Out,56:00.4,Hyderabad
Resort Hotel - Chennai,0,4,2024,January,5,29,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,88,0,3,Check-Out,29:08.2,Chennai
Resort Hotel - Goa,1,289,2024,December,50,15,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,Transient-Party,69,0,0,Canceled,23:53.9,Goa
Resort Hotel - Jaipur,1,289,2024,September,39,25,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,Transient-Party,69,0,0,Canceled,53:12.7,Jaipur
Resort Hotel - Mumbai,1,289,2024,December,52,28,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,Transient-Party,69,0,0,Canceled,23:28.1,Mumbai
Resort Hotel - Bangalore,1,289,2024,April,17,26,1,2,2,0,0,FB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,134,Transient-Party,69,0,0,Canceled,55:49.1,Bangalore
Resort Hotel - Jaipur,0,0,2024,October,43,22,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,Transient,51,0,0,Check-Out,12:43.8,Jaipur
Resort Hotel - Mumbai,0,1,2024,June,26,24,2,1,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,Transient,52.4,1,0,Check-Out,28:43.1,Mumbai
Resort Hotel - Kochi,0,0,2024,February,9,26,0,1,2,0,0,BB,FRA,Direct,Direct,0,0,0,F,F,0,No Deposit,,Transient,68,1,0,Check-Out,52:44.3,Kochi
Resort Hotel - Pune,0,32,2024,August,35,27,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,58,1,1,Check-Out,33:25.5,Pune
Resort Hotel - Delhi,0,0,2024,January,3,19,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240,Transient,68,0,1,Check-Out,51:59.0,Delhi
Resort Hotel - Bangalore,0,0,2024,December,49,7,1,1,1,0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,,Transient,53,0,0,Check-Out,58:29.7,Bangalore
Resort Hotel - Ahmedabad,0,0,2024,April,17,28,0,2,1,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,Transient,50,0,0,Check-Out,25:02.5,Ahmedabad
Resort Hotel - Ahmedabad,0,0,2024,April,15,11,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,Transient,40,0,0,Check-Out,17:56.7,Ahmedabad
Resort Hotel - Bhopal,0,2,2024,October,40,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,240,Transient,46.4,0,1,Check-Out,57:00.4,Bhopal
Resort Hotel - Kochi,0,3,2024,August,34,20,2,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,Transient,64,1,1,Check-Out,45:36.0,Kochi
Resort Hotel - Delhi,0,1,2024,April,14,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,Transient,58,0,1,Check-Out,53:07.8,Delhi
Resort Hotel - Lucknow,0,0,2024,February,6,8,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,,Transient,80,0,0,Check-Out,47:41.1,Lucknow
